FIPS,COUNTYNAME,N1,A00100,A00200,A00900,A01000,A01700,A02300,A02500,A26270,A19300,A19700,A10300,A59660,N59660,A11070
31155,Saunders County,10760,845066,586418,18853,46728,46098,8081,30285,66934,6118,9381,102935,1991,970,1718
31157,Scotts Bluff County,16820,874384,652565,24269,38168,57906,14594,37963,35873,3503,6957,88016,7469,3140,4468
31159,Seward County,7840,561639,374894,11100,23934,34436,6663,24584,47737,2937,8755,60255,1496,720,1321
31161,Sheridan County,2340,94036,70374,3701,12690,9317,591,6237,4856,0,222,9523,953,400,625
31163,Sherman County,1500,57247,47649,2198,3817,4627,909,3781,3278,0,86,5339,472,220,333
31165,Sioux County,530,16850,15518,216,2906,1604,0,1504,763,0,0,2099,218,90,131
31167,Stanton County,2740,167617,118557,3666,9611,6133,2149,5748,8942,400,912,18497,676,330,546
31169,Thayer County,2420,147843,90830,3912,5781,7300,1439,7545,9334,0,875,16684,695,310,512
31171,Thomas County,300,12331,9075,323,1442,1082,0,749,187,0,0,1102,94,50,71
31173,Thurston County,2880,131709,94487,1796,5495,4583,2976,5054,6019,185,389,13524,2331,890,1454
31175,Valley County,1990,80568,72174,2712,5882,6023,1027,5347,6547,131,522,8993,664,270,486
31177,Washington County,10280,873205,595420,16765,47302,53872,7624,30886,66855,7250,8696,114600,1742,850,1324
31179,Wayne County,3850,229991,155538,6083,12660,11162,1920,10990,9368,543,1605,23559,935,420,747
31181,Webster County,1590,81138,54776,2608,3866,4380,856,3700,2729,0,0,7640,486,240,304
31183,Wheeler County,390,12837,11610,378,2528,1121,0,826,507,0,0,1313,112,40,65
31185,York County,6940,432995,275777,8709,16533,19808,4240,20844,46018,1174,4232,49038,1813,830,1300
32001,Churchill County,12510,709475,502801,12815,28889,102863,12991,27364,21286,3989,4580,70839,3812,1800,2609
32003,Clark County,1164350,79720155,47624165,1679828,9588091,5852948,5416029,2095973,6099088,961664,1132420,11643358,477927,212070,285689
32005,Douglas County,28300,3207234,1367772,110503,812312,359096,55172,128554,194393,45582,55558,603541,4668,2500,2995
32007,Elko County,24950,1844030,1431444,26629,47578,187023,35573,36408,63942,10461,10812,211360,7018,3170,4610
32009,Esmeralda County,420,20668,12647,51,206,3709,472,905,0,0,0,2000,127,60,71
32011,Eureka County,860,58919,44730,606,731,7264,573,1282,1382,0,0,7024,193,90,160
32013,Humboldt County,8440,586511,437318,4829,25222,65949,7889,14857,12849,2423,2082,66298,2606,1130,1684
32015,Lander County,2490,190774,137428,780,7976,24676,2561,4561,7168,517,484,22461,715,300,401
32017,Lincoln County,1860,105614,67286,1487,2438,23655,1907,4862,2162,666,1380,9150,597,290,509
32019,Lyon County,31540,1751973,1238767,28714,95515,219180,48107,73685,51849,14517,6209,180375,8557,4330,5686
32021,Mineral County,2140,101975,72476,1035,637,16860,2259,4042,350,140,188,9110,767,390,443
32023,Nye County,23180,1209506,690323,21543,69841,227876,49020,77472,22886,9139,6828,119475,7930,3680,4413
32027,Pershing County,2910,123535,96972,467,2018,14389,2295,3806,1572,234,120,11992,759,360,548
32029,Storey County,2220,160714,98770,3377,7393,20949,4975,7877,8950,1834,972,20664,353,220,233
32031,Washoe County,256200,25203238,13518150,640047,5244756,1640219,533538,624949,1439820,271657,593853,4135446,59867,30340,39753
32033,White Pine County,4540,259825,190308,2569,6517,37603,3868,8272,7376,653,1344,27891,1167,560,719
32510,Carson City,31450,2027726,1159316,50260,264948,275141,53594,78044,62732,20283,27276,284566,7832,3960,5091
33001,Belknap County,36030,2863147,1770435,132194,265558,213277,74095,129407,133606,21752,21782,406758,6918,3860,4129
33003,Carroll County,28540,2544944,1313377,130370,351962,209569,65466,121121,112692,17471,31912,404670,5693,3140,3150
33005,Cheshire County,39710,2890409,1822249,130796,150867,193358,72430,123470,72635,13799,22243,374897,8248,4370,5104
33007,Coos County,16270,842956,570610,23853,42118,83189,34318,41993,21426,2400,3687,85526,4458,2370,2287
33009,Grafton County,46840,4493583,2583681,184195,637077,288664,85836,161618,179913,28648,95244,732070,8373,4650,4819
33011,Hillsborough County,228350,19635714,14100878,649780,1223457,1007404,509572,579785,506591,176548,120896,2801320,40872,21500,23956
33013,Merrimack County,81470,6407893,4429601,261005,477398,423626,147277,244781,174795,47507,52083,843833,13291,7380,7998
33015,Rockingham County,177470,18340666,12380105,799080,1748670,1010142,427106,564689,663396,224297,144231,2880776,17969,11100,10180
33017,Strafford County,67380,4986488,3566417,173973,280624,334901,130926,164874,102067,38169,27947,616475,11880,6470,6741
33019,Sullivan County,22760,1695470,1122864,64955,120283,116226,35182,68853,76367,8385,12913,228382,5263,2720,2926
34001,Atlantic County,144240,8512033,5651425,281538,336294,754462,836563,386692,309396,91065,68007,981603,54168,24610,28863
34003,Bergen County,488480,56917967,37947585,2040998,5097648,2390467,2059869,1518697,4164746,978594,720003,10365462,83154,44810,46467
34005,Burlington County,238960,20059742,14406829,554365,805429,1561664,717398,772737,925056,268905,179240,2768213,45177,23200,27515
34007,Camden County,263590,18364188,13469439,535225,716538,1183752,927176,640639,670616,191295,161078,2321473,92803,41400,50118
34009,Cape May County,52200,3938775,2160692,253114,287479,442617,209668,238325,233091,59324,32175,548048,12255,6110,7008
34011,Cumberland County,72840,3665939,2599640,73889,88347,336863,216311,156308,122319,24827,27845,355510,32545,13980,21017
34013,Essex County,408140,37908758,25889411,1180138,2538817,1395162,1507935,755196,1612100,537194,486331,6895731,177667,76930,88563
34015,Gloucester County,151520,11659585,8613996,276409,323144,894885,530742,444369,388026,135342,88602,1407731,30747,15360,17826
34017,Hudson County,362200,28486298,23249161,761413,1313953,743716,1541620,337649,586039,306657,141818,4450138,129654,59130,64134
34019,Hunterdon County,67050,8591273,5813040,310797,572918,478340,186366,286474,581799,137169,88198,1512527,5449,3520,3757
34021,Mercer County,188700,18295839,12685897,503401,1486544,1099778,507848,560127,756437,214074,225969,2995383,53992,24570,31344
34023,Middlesex County,434440,36350799,27256523,853614,1705607,1946202,1557612,1084066,1055308,469372,365768,4990196,100098,48700,57004
34025,Monmouth County,336720,39467796,25919585,1452911,3350800,2259410,1180810,1226775,2963511,718152,445639,7037944,48166,26190,31395
34027,Morris County,264560,36155547,24880093,1137961,3134559,1517201,834740,948788,2406717,595684,474186,6770817,27126,15780,16935
34029,Ocean County,312430,21946539,14373448,879859,1142633,2384955,1105504,1240997,1071357,366887,365932,2878596,79195,33400,70627
34031,Passaic County,274820,16727580,12067330,602332,566324,917241,1274159,529078,643218,234435,171524,2030750,122653,51970,64850
34033,Salem County,32130,2032282,1434266,38773,50687,205167,91077,100276,52531,15852,12684,217039,10502,4830,6057
34035,Somerset County,177740,23150787,16597199,693743,1922915,904201,516658,565329,1300498,364733,256870,4321097,24269,12740,15495
34037,Sussex County,76100,6408967,4606873,207041,231183,485254,282481,255613,235547,94116,45267,850620,10106,5880,5839
34039,Union County,297590,27266482,19703412,774798,2007424,1187861,1052738,632316,1361073,438634,297274,4516836,89591,41430,51426
34041,Warren County,57260,4181681,3065017,119831,112899,343153,182828,179083,77977,51958,26331,496559,11198,5580,6514
35001,Bernalillo County,334550,21208142,13767809,502321,1048344,2123065,715785,806316,855675,204266,218863,2594609,116891,55140,66344
35003,Catron County,1510,64554,28727,2247,4734,14876,1699,5021,1856,0,422,6310,510,230,282
35005,Chaves County,27720,1363790,907889,27167,136953,115434,54762,45548,63829,5374,14061,152794,16379,6550,9275
35006,Cibola County,10590,394620,288898,11886,4084,45197,18811,17486,3346,798,1239,31427,6962,2980,3487
35007,Colfax County,5860,269140,152590,7923,14926,40818,8700,16537,9112,1622,2223,25661,2525,1140,1291
35009,Curry County,21460,930996,755357,17858,41511,88375,26839,31372,15546,3784,8699,81828,12395,4820,7620
35011,De Baca County,810,30513,20891,278,2766,4293,419,1808,623,0,0,2625,438,160,215
35013,Do??a Ana County,102880,4709646,3189700,133845,197869,587514,196850,198043,168197,30578,34976,464066,67409,25950,33457
35015,Eddy County,25690,1730700,1259592,26328,112227,99645,49310,45374,24955,10041,21335,229889,11149,4690,6519
35017,Grant County,13050,638974,356321,10239,28059,108222,28377,37695,35687,2315,5160,59554,5529,2480,2706
35019,Guadalupe County,2160,62374,45046,165,1405,8843,1981,2615,568,428,311,4221,1163,500,587
35021,Harding County,300,11489,6854,89,375,2331,0,930,248,0,0,1103,97,40,57
35023,Hidalgo County,1810,67813,51833,535,2120,9716,2149,2921,1358,0,279,5247,1045,440,517
35025,Lea County,30390,1595474,1252756,49216,35505,76671,85858,38435,40099,7283,12760,164028,16789,6550,11049
35027,Lincoln County,9710,483879,250370,22133,32002,69015,21972,34251,16694,3618,6062,57024,4402,1980,2355
35028,Los Alamos County,9660,1135903,777792,17411,43089,182336,7797,39065,13111,13208,14375,158369,769,460,524
35029,Luna County,11660,401595,280702,9688,12117,44223,36146,15522,5818,793,1534,27424,9999,3840,4888
35031,McKinley County,31780,1109614,868581,17556,9838,105319,60007,30593,24464,2466,6016,84408,29279,11840,13171
35033,Mora County,2120,79623,48633,1635,2409,14897,3793,5097,540,199,297,6224,1104,480,548
35035,Otero County,30050,1288831,891425,27354,30348,185655,53538,53817,31595,4695,8958,106683,18178,7260,9558
35037,Quay County,3780,133060,90813,2627,6292,21207,4507,7916,2045,177,856,11058,2246,920,1069
35039,Rio Arriba County,17780,796506,543958,13051,13415,139945,29010,39814,8519,4297,4393,69101,8121,3620,4385
35041,Roosevelt County,7740,301665,245749,5433,17798,30701,9074,11616,8505,801,2157,26694,4506,1810,2786
35043,Sandoval County,72950,4638846,3120252,102504,154149,537924,158890,207642,171816,54886,40166,499349,25374,11660,15150
35045,San Juan County,52290,2523355,1860742,37177,54744,236732,122017,102022,47976,14189,20364,238266,28129,12080,15098
35047,San Miguel County,12270,469266,297776,11816,10209,88489,18114,26370,10399,4462,1940,39811,6314,2840,3074
35049,Santa Fe County,82410,6465876,3101030,260142,986387,732461,196144,330790,306403,89167,124457,926152,21155,10670,13046
35051,Sierra County,5260,190560,104950,4723,8076,34869,9285,12827,6572,697,962,18164,2470,1110,1171
35053,Socorro County,7130,276320,194604,2755,7795,39862,8646,13985,2435,606,1063,22491,4838,1920,2357
35055,Taos County,16700,768059,415534,33473,65887,93764,52220,42649,28804,6441,6856,80535,6532,3350,3218
35057,Torrance County,6650,268622,184144,6177,10381,31966,10972,11660,10913,867,2043,23805,3431,1540,1984
35059,Union County,1780,64396,48937,2420,2951,7553,1337,3259,3146,0,0,8200,755,320,426
35061,Valencia County,34890,1639077,1159169,35342,34114,210570,60625,68572,52085,9246,9318,143761,17330,7250,10166
36001,Albany County,159630,15487373,9217015,391607,1823783,1284231,382701,534276,457027,84544,251456,2622322,38271,18890,20518
36003,Allegany County,19290,1010903,666250,24882,57807,113748,52787,52199,32390,1116,4602,92533,6906,3080,4167
36005,Bronx County,729430,28800553,21909899,778543,495652,1788416,4052349,624555,147574,238096,202312,2490629,478072,198350,218635
36007,Broome County,91040,5324328,3579123,109658,191930,564993,253878,272486,192814,14422,34912,588999,30044,13740,15799
36009,Cattaraugus County,35260,1828390,1234412,52025,68245,195217,114223,92848,42255,3253,8020,175627,13149,5870,7356
36011,Cayuga County,37300,2113821,1426876,42124,67932,228512,102603,105083,75106,6602,7438,220158,10508,5070,5892
36013,Chautauqua County,58760,2977405,1972087,83935,84530,341635,171162,165168,82505,8191,13322,277753,22890,10100,12373
36015,Chemung County,40690,2336730,1580995,43043,76378,263583,116618,115256,60207,7839,13729,249249,14098,6380,7485
36017,Chenango County,22930,1180452,818531,25294,25770,132708,50522,60413,29136,2482,3893,108328,8136,3780,4637
36019,Clinton County,39040,2195598,1475497,45433,79396,299573,102207,114180,45596,6589,5574,220108,10000,5110,5479
36021,Columbia County,31940,2547163,1532439,104499,289324,228303,79785,119630,94552,22552,26888,383919,7313,3820,4075
36023,Cortland County,21180,1163605,827974,29113,25637,118820,59093,54725,26000,3220,4875,111936,6406,3080,3764
36025,Delaware County,20760,1139134,723011,39406,52305,146638,52897,68211,28758,5399,5401,121298,6190,3060,3430
36027,Dutchess County,152610,12866628,8518214,338998,880566,1183679,439364,529460,468393,160619,150904,1872173,28101,14980,16664
36029,Erie County,475170,31266686,21133223,884328,1327686,2790840,1609833,1369388,1582156,157514,217808,3835484,142624,64320,73406
36031,Essex County,18900,1124808,693763,35999,61157,149249,48481,64586,44061,6200,8526,126320,4739,2370,2664
36033,Franklin County,22300,1127876,747705,25228,37926,162015,53616,58334,37013,3080,3243,107431,7725,3540,4346
36035,Fulton County,26290,1370360,970447,23119,25526,158794,66416,70762,32916,4947,4161,128121,9528,4390,5000
36037,Genesee County,28990,1595684,1143662,35240,39646,168387,79014,79984,26589,4144,7514,147173,7555,3710,4524
36039,Greene County,24670,1526694,1028214,46884,77137,168931,68125,76398,31909,10885,8804,183308,6020,3080,3122
36041,Hamilton County,2640,152913,80363,4163,5380,31178,5999,13928,1227,771,929,15036,489,270,267
36043,Herkimer County,29210,1548001,1073814,32040,36402,174294,75600,77502,37926,3638,4103,146215,9651,4490,5508
36045,Jefferson County,52240,2758065,1991941,49030,64530,304624,128324,115827,61749,10276,10839,253739,21519,9150,14020
36047,Kings County,1308810,86060557,64037165,3272783,5673446,3382274,6708698,1416234,4401640,1120456,1398574,13169846,594870,267410,309261
36049,Lewis County,12190,651034,447786,15497,16728,75280,30393,30260,25648,1689,2195,58683,3887,1770,2578
36051,Livingston County,29100,1728007,1177532,34424,63326,199528,74227,95704,33118,5940,8763,174269,6849,3320,4260
36053,Madison County,32560,2153162,1421206,52930,107846,199450,94273,98646,106764,8950,10662,254810,8379,4160,4992
36055,Monroe County,382730,25422045,17390014,676167,1297503,1879818,1088048,1132417,939772,127433,220979,3145186,119322,54220,61664
36057,Montgomery County,23880,1189273,853405,19590,23772,131026,61111,58656,25891,3293,4084,106364,10173,4420,5409
36059,Nassau County,749680,87087427,55250664,2503857,9808803,5280109,2774411,2636647,6984676,1742989,1278377,16087334,133331,68010,79963
36061,New York County,858340,179022254,95615584,4477596,44178871,3245781,3527686,1960757,11366174,1305629,6111198,46168695,185412,100230,80355
36063,Niagara County,109170,6153386,4264822,112734,173529,644587,391285,309745,185127,21999,27791,620855,30918,14940,16573
36065,Oneida County,110960,6261584,4239512,159001,189815,722732,306819,310558,183037,20349,31821,654043,42109,17990,22772
36067,Onondaga County,234420,15981250,10750746,417079,748811,1337077,688438,688367,848923,72196,124558,1985314,72754,33140,38827
36069,Ontario County,57670,4115634,2712994,107847,202421,363086,143701,198622,218353,24314,33261,513931,13011,6480,7480
36071,Orange County,195450,14141142,10249283,324268,519071,1338933,645643,511393,545138,204461,190757,1773369,60752,25300,40682
36073,Orleans County,19810,966171,672796,18188,17521,105646,53246,48648,26678,2155,3227,83507,6379,3010,3770
36075,Oswego County,55650,3075842,2197574,47295,45427,342932,168139,148896,53754,8227,8694,291659,18824,8600,10375
36077,Otsego County,27180,1577542,1051962,49275,64409,179782,68682,88439,25937,6823,10473,169313,7242,3600,4076
36079,Putnam County,53050,5263920,3593105,146210,380388,459132,168311,198948,205225,89718,61416,803199,6326,3770,4217
36081,Queens County,1253250,65721583,49141771,2278104,2084034,4070183,7486389,1762351,952509,1004199,504708,7515728,445394,234770,224445
36083,Rensselaer County,81330,5465317,3886019,129880,177208,592857,196544,247154,150245,32873,27013,632288,20785,9820,11185
36085,Richmond County,242670,17210871,12538125,423994,574762,1671287,1082198,665394,328652,412395,152718,2169733,72414,33630,38972
36087,Rockland County,156790,14616761,9493311,454255,1061910,1090744,586903,521948,1441356,269441,400918,2300308,62669,21790,47540
36089,St. Lawrence County,45690,2456620,1718574,40646,50784,346450,109384,130735,34612,5770,6856,229223,15348,6930,8508
36091,Saratoga County,124480,11975123,7450283,322464,1413019,1020114,325485,446927,650613,101953,184114,1828591,19345,10460,10936
36093,Schenectady County,81090,5169965,3679743,122158,189798,533802,220199,236396,95064,29623,31725,584830,26023,11990,13889
36095,Schoharie County,14690,837127,579064,17781,21548,109204,34548,45875,12420,3376,2992,88018,4034,1950,2227
36097,Schuyler County,8860,489559,332231,10747,14691,62602,25410,26547,8607,1408,1899,48647,2657,1270,1583
36099,Seneca County,16170,872027,537547,22477,32548,112767,45249,46345,43853,2404,3891,87984,4674,2250,2779
36101,Steuben County,44930,2645567,1863097,52033,88496,293860,128538,120385,45321,7480,18376,280388,14307,6650,8146
36103,Suffolk County,835480,82762839,53834305,2085177,6579635,5790468,2863002,2747624,4714360,1533668,921392,14044285,163529,82070,98956
36105,Sullivan County,38130,2242311,1541380,60034,118318,223984,129497,99612,77728,17162,13401,265389,14553,6260,8306
36107,Tioga County,23780,1419709,960784,29206,61712,160377,64361,71186,35999,3686,6386,142390,6867,3230,4034
36109,Tompkins County,42260,3079256,2020278,118827,248601,260128,104398,141186,71389,16514,33252,401378,8558,4710,4783
36111,Ulster County,93720,6658801,4313286,247477,524521,621914,299557,305504,264451,59729,54893,893972,21238,11380,11378
36113,Warren County,35470,2333950,1439923,66383,165844,261778,98412,130273,101285,16143,15744,282899,8261,4440,4314
36115,Washington County,30350,1579479,1121809,31976,46172,186389,74358,82982,18226,6413,5601,147816,9119,4410,5017
36117,Wayne County,46020,2620256,1836465,61631,69467,237781,112289,131135,72091,9297,9485,249347,13140,6190,7937
36119,Westchester County,512220,79391348,48131843,2302510,11533192,3222421,1672438,1698363,6610619,1193039,1458790,17404159,104824,51110,61809
36121,Wyoming County,20090,1066264,733224,22524,42680,122758,49892,55101,28615,2534,4183,100489,4459,2180,2885
36123,Yates County,11210,649618,357965,31937,33333,74149,25005,38395,47667,2812,3202,67793,3020,1470,1849
37001,Alamance County,82200,4523112,3280229,109364,184170,349874,107464,181984,170723,32599,48619,460407,37549,15940,20895
37003,Alexander County,17220,850588,616281,27815,21755,61404,27026,36043,32538,4010,9041,80051,6577,2900,3897
37005,Alleghany County,5130,252373,149734,11882,25557,30421,5690,15709,5931,1510,2303,27349,2418,1030,1253
37007,Anson County,11180,402825,302044,7504,7320,39318,11326,17539,8692,1733,4011,30760,7450,3030,3346
37009,Ashe County,12480,610918,391100,27590,57713,69681,15024,36376,13167,4127,5605,63834,4766,2250,2542
37011,Avery County,8450,416053,242679,18307,35319,42358,9109,23173,23943,3315,4958,45109,3047,1460,1617
37013,Beaufort County,22980,1178122,747252,26240,51185,145883,18500,74382,55668,7347,12247,121122,11609,5220,5285
37015,Bertie County,8740,337867,240701,2631,6949,38380,5347,16067,14541,1429,3101,28228,5575,2310,2281
37017,Bladen County,13940,603952,433487,12301,23004,65998,14712,29558,23391,3657,7641,53337,8627,3550,4362
